dialogue_id,turn number,Speaker,Utterance,Emotion,Emotion Aware Negotiation Strategy,ENS_COT_rationale
0,10,Candidate,I disagree. I am expecting a workday of 8 hours and I want a position of project manager,Disappointment,Problem Solving,"{'Key': ' The candidate feels Disappointment.,  The candidateÃ¢Â¬""s emotion is triggered by their expectation of a manageable workday and a position that aligns with their goals.,  The candidate thinks the employerÃ¢Â¬s response conflicts with their priorities,  diminishing their trust in the company. Perspective-shift"",  LetÃ¢Â¬""s consider this situation from a different angle; We can collaboratively explore creative solutions to meet both partiesÃ¢Â¬"" needs. Mindset Transformation,  LetÃ¢Â¬s reframe this belief; """"I must prioritize my goals"""" to """"I can prioritize my goals while finding a balance with the company\'s needs."""" Emotion Management Strategy"",  The employer chooses the problem-solving strategy. Strategy Reason', 'Value': ' I understand your concerns, let\'s work together to find a solution that meets both of our needs.""'}"
0,11,Employer," I understand your concerns, let's work together to find a solution that meets both of our needs.""",,,
0,12,Candidate,"I am willing to have a salary of 120,000 I am willing to have a salary of 120,000",Joy,Expressive suppression,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬s emotion is triggered by their desired salary of $120, 000. Individual Appraisal"",  The candidate thinks they have found a suitable job opportunity that aligns with their financial goals and desires. Perspective-shift,  LetÃ¢Â¬""s consider this situation from a different angle; Understanding the employerÃ¢Â¬""s constraints can lead to a creative solution benefiting both parties. Mindset Transformation,  LetÃ¢Â¬s reframe this belief; """"I must have complete control over my workday"""" to """"I can compromise on the workday to achieve my long-term career goals."""" Emotion Management Strategy"",  The employer chooses expressive suppression. Strategy Reason', 'Value': ' I understand your expectations, but I fear we cannot meet your salary demands. However, I am willing to consider alternative arrangements that can benefit both parties.""'}"
0,13,Employer," I understand your expectations, but I fear we cannot meet your salary demands. However, I am willing to consider alternative arrangements that can benefit both parties.""",,,
0,14,Candidate,I reject the previous offer,Disappointment,No strategy,"{'Key': ' The candidate feels Disappointment.,  The candidateÃ¢Â¬""s emotion is triggered by the employerÃ¢Â¬""s refusal to consider their desired workday and salary.,  The candidate interprets the employerÃ¢Â¬""s decision as a rejection of their career aspirations and worth.,  LetÃ¢Â¬s consider this situation from a different angle; The employer may have legitimate business reasons for their decision,  and there may be alternative job opportunities within the company. Mindset Transformation"",  LetÃ¢Â¬s reframe this belief; """"I must be rejected"""" to """"This opportunity may not be the right fit,  but there are other options."""" Emotion Management Strategy""', 'Value': ' The employer does not employ any emotion management strategy as the candidateÃ¢Â¬""s reaction is unexpected and not within the scope of the provided context. Final Response'}"
0,15,Employer," The employer does not employ any emotion management strategy as the candidateÃ¢Â¬""s reaction is unexpected and not within the scope of the provided context. Final Response",,,
0,16,Candidate,"I am expecting a salary of 120,000",Joy,Expressive suppression,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their expectation of a higher salary.,  The candidate thinks their hard work and dedication deserve fair compensation.,  LetÃ¢Â¬""s consider this situation from a different angle; Understanding the companyÃ¢Â¬""s position and priorities may lead to a compromise.,  LetÃ¢Â¬""s reframe this belief; Ã¢Â¬SI must negotiate the best possible outcome for my career and personal growth.Ã¢Â¬\x9d Emotion Management Strategy,  The employer chooses expressive suppression.,  The employer can use the expressive suppression strategy to remain professional and maintain a positive image while navigating a sensitive issue, possibly leading to alternative solutions.', 'Value': ' Thank you for sharing your expectations. While we appreciate your qualifications, we have a budget constraint for the role, unfortunately. We would be happy to discuss alternatives that can benefit both parties.""'}"
0,17,Employer," Thank you for sharing your expectations. While we appreciate your qualifications, we have a budget constraint for the role, unfortunately. We would be happy to discuss alternatives that can benefit both parties.""",,,
0,18,Candidate,I reject. I am expecting a position of project manager,Confidence,No strategy,"{'Key': ' The candidate feels Confidence.,  The candidateÃ¢Â¬""s emotion is triggered by their expectation of a higher position.,  The candidate thinks their skills and experience entitle them to a higher position.,  LetÃ¢Â¬""s consider this situation from a different angle; The employer may have different priorities or constraints that can be understood through open communication.,  LetÃ¢Â¬s reframe this belief; """"I must settle for less to secure a job"""" to """"This opportunity can lead to future growth and development.,  No strategy.,  The employer did not use any emotion management strategy, as the candidateÃ¢Â¬s rejection was direct and without elaboration. Final Response""', 'Value': ' I understand your decision. Thank you for sharing your expectations. LetÃ¢Â¬s discuss potential alternative positions that align with your skills and experience.""""""'}"
0,19,Employer," I understand your decision. Thank you for sharing your expectations. LetÃ¢Â¬s discuss potential alternative positions that align with your skills and experience.""""""",,,
0,20,Candidate,"I am expecting a salary of 120,000 I want a salary of 120,000",Joy,Expressive suppression,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their anticipation of receiving a desired salary.,  The candidate thinks their financial security will improve, enabling them to focus on their career goals.,  LetÃ¢Â¬""s consider the short-term impact of accepting a lower salary; it may compromise their long-term career aspirations.,  LetÃ¢Â¬""s reframe this belief; Ã¢Â¬SI must take this opportunity to advance my careerÃ¢Â¬\x9d instead of Ã¢Â¬SI need to make a lot of money now.Ã¢Â¬\x9d Emotion Management Strategy,  The employer chooses the expressive suppression strategy.,  The employer can use the expressive suppression strategy to downplay the candidateÃ¢Â¬s expectations without fully refuting them', 'Value': ' Thank you for sharing your expectations with us. We understand that salary is an important factor in any job offer. However, we currently donÃ¢Â¬t have any project manager vacancies available. Please let us know if youÃ¢Â¬""re willing to consider other roles within our company.""""""'}"
0,21,Employer," Thank you for sharing your expectations with us. We understand that salary is an important factor in any job offer. However, we currently donÃ¢Â¬t have any project manager vacancies available. Please let us know if youÃ¢Â¬""re willing to consider other roles within our company.""""""",,,
0,22,Candidate,"I am expecting a salary of 90,000",Joy,Problem Solving,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their desire to achieve their desired salary.,  The candidate thinks they can find a solution to bridge the gap between their expected salary and the employerÃ¢Â¬""s offer.,  LetÃ¢Â¬""s consider this situation from a different angle; Finding a mutually beneficial solution can lead to a more harmonious and productive work environment.,  LetÃ¢Â¬s reframe this belief; """"Salary is the only factor that matters"""" to """"The right compensation package can improve job satisfaction and increase motivation.,  The employer chooses the problem-solving strategy.,  The employer can use the problem-solving strategy to engage the candidate in brainstorming and exploring potential solutions to reach a mutually beneficial agreement.', 'Value': ' Thank you for sharing your expectations. LetÃ¢Â¬s explore some potential solutions together to find a fair compensation package that works for both parties.""""""'}"
0,23,Employer," Thank you for sharing your expectations. LetÃ¢Â¬s explore some potential solutions together to find a fair compensation package that works for both parties.""""""",,,
0,24,Candidate,I agree. Now let's talk about how we can agree on other issues. I want a company car,Positivity,Active Listening,"{'Key': ' The candidate feels Positivity.,  The candidateÃ¢Â¬""s emotion is triggered by their hope for a mutually beneficial discussion.,  The candidate thinks their desire for a company car aligns with their potential value to the employer.,  LetÃ¢Â¬s consider this situation from a different angle; By prioritizing open communication,  we can build trust and foster a collaborative environment. Mindset Transformation"",  LetÃ¢Â¬s reframe this belief; """"I must negotiate to get what I want"""" to """"This is an opportunity to find mutually beneficial solutions."""" Emotion Management Strategy"",  The employer chooses the active listening strategy. Strategy Reason', 'Value': ' Thank you for sharing your expectations. I understand your desire for a company car. LetÃ¢Â¬s discuss what we can do to ensure a mutually beneficial agreement.""""""'}"
0,25,Employer," Thank you for sharing your expectations. I understand your desire for a company car. LetÃ¢Â¬s discuss what we can do to ensure a mutually beneficial agreement.""""""",,,
0,26,Candidate,I reject a workday of 10 hours. I am expecting a workday of 8 hours,Joy,Problem Solving,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their anticipation of achieving their desired workday duration.,  The candidate thinks the employer understands their preferences and is willing to work towards a mutually beneficial agreement.,  LetÃ¢Â¬""s consider this situation from a different angle; we can find a compromise that satisfies both partiesÃ¢Â¬"" needs.,  LetÃ¢Â¬s reframe this belief; """"I must settle for less than I want"""" to """"This is an opportunity to find a solution that benefits both parties.,  The employer chooses the problem-solving strategy.,  The employer can use the problem-solving strategy to generate a solution that addresses the candidateÃ¢Â¬""s needs while maintaining a positive relationship.', 'Value': "" Thank you for sharing your expectations. Let's work together to find a solution that satisfies both partiesÃ¢Â¬ needs""}"
0,27,Employer, Thank you for sharing your expectations. Let's work together to find a solution that satisfies both partiesÃ¢Â¬ needs,,,
0,28,Candidate,I reject a workday of 9 hours. I am expecting a workday of 8 hours,Joy,Problem Solving,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their confidence in their expectations for a workday of 8 hours.,  The candidate thinks they can find a compromise that meets their needs and the employer\'s requirements.,  Let\'s consider this situation from a different angle; Finding a mutually beneficial solution can enhance the working relationship and demonstrate collaboration.,  Let\'s reframe this belief; ""I must get my way"" to ""I can work with the employer to achieve a desirable outcome."" Emotion Management Strategy,  The employer chooses the problem-solving strategy.,  The employer can use the problem-solving strategy to work collaboratively with the candidate to address their concerns while identifying potential solutions that benefit both parties.', 'Value': ' I understand your concerns about work hours. How about we discuss possible compromises that can work for both of us?'}"
0,29,Employer, I understand your concerns about work hours. How about we discuss possible compromises that can work for both of us?,,,
0,30,Candidate,I disagree. I would like a workday of 9 hours and I want a position of project manager,Disappointment,Expressive suppression,"{'Key': ' The candidate feels Disappointment.,  The candidateÃ¢Â¬""s emotion is triggered by the employerÃ¢Â¬""s response on the workday duration.,  The candidate interprets the employerÃ¢Â¬""s decision as dismissive of their concerns and doubts their interest in their career development.,  LetÃ¢Â¬""s consider this situation from a different angle; The employer may have valid reasons for their decision that are unrelated to the candidateÃ¢Â¬""s qualifications.,  LetÃ¢Â¬s reframe this belief; """"I must prove myself"""" to """"I will show my value in this role and earn recognition.,  The employer chooses the expressive suppression strategy.,  The employer chooses this strategy to manage their emotions and avoid giving any ground, even though they may not fully disagree with the candidateÃ¢Â¬s demands. Final Response""', 'Value': ' Thank you for sharing your concerns. However, we have determined that an 8-hour workday is feasible for our current project.'}"
0,31,Employer," Thank you for sharing your concerns. However, we have determined that an 8-hour workday is feasible for our current project.",,,
0,32,Candidate,I disagree. I demand a workday of 8 hours and I would like a position of project manager,Confidence,Problem Solving,"{'Key': ' The candidate feels Confidence.,  The candidateÃ¢Â¬""s emotion is triggered by their insistence on a workday of 9 hours and their desire for a project manager position.,  The candidate thinks they can negotiate effectively and assert their needs to achieve their desired outcome.,  LetÃ¢Â¬""s consider this situation as a challenge to find a solution that works for both parties.,  LetÃ¢Â¬s reframe this belief; """"I am stuck in this situation"""" to """"This is an opportunity to showcase my problem-solving abilities.,  The employer chooses the problem-solving strategy.,  The employer can use the problem-solving strategy to engage the candidate in a collaborative dialogue and explore mutually beneficial solutions.', 'Value': ' Thank you for your confidence in our ability to find a solution. Can you tell me what you think is a feasible alternative to an 8-hour workday? LetÃ¢Â¬s work together to find a solution that meets everyoneÃ¢Â¬""s needs.""""""'}"
0,33,Employer," Thank you for your confidence in our ability to find a solution. Can you tell me what you think is a feasible alternative to an 8-hour workday? LetÃ¢Â¬s work together to find a solution that meets everyoneÃ¢Â¬""s needs.""""""",,,
0,34,Candidate,I am expecting a company car,Positivity,Expressive suppression,"{'Key': ' The candidate feels Positivity.,  The candidateÃ¢Â¬""s emotion is triggered by their expectation of receiving a company car as a benefit.,  The candidate thinks the company car would enhance their work-life balance and convenience, demonstrating their commitment to the role.,  LetÃ¢Â¬""s consider this situation from a different angle; The company car can be a valuable asset for work-related activities and may align with the companyÃ¢Â¬""s business interests.,  LetÃ¢Â¬s reframe this belief; """"I must obtain a company car to succeed"""" to """"This opportunity aligns with my goals and the companyÃ¢Â¬""s interests.,  The employer chooses the expressive suppression strategy.,  The employer chooses the expressive suppression strategy to address the candidateÃ¢Â¬s expectation without directly refuting it', 'Value': ' Thank you for sharing your expectations. We can discuss the feasibility of providing a company car for work-related activities. LetÃ¢Â¬s explore possible solutions together.""""""'}"
0,35,Employer," Thank you for sharing your expectations. We can discuss the feasibility of providing a company car for work-related activities. LetÃ¢Â¬s explore possible solutions together.""""""",,,
0,36,Candidate,I agree with the offer. Let's proceed to another issue. I demand a fast promotion track,Confidence,Active Listening,"{'Key': ' The candidate feels Confidence.,  The candidateÃ¢Â¬""s emotion is triggered by their recognition of the employerÃ¢Â¬""s concession and potential for future success.,  The candidate thinks their skills and efforts have been valued and recognized, fostering a sense of accomplishment and motivation.,  LetÃ¢Â¬s consider this situation from a different angle; The employerÃ¢Â¬""s concession demonstrates their trust in the candidateÃ¢Â¬""s abilities,  creating an opportunity for future growth and advancement. Mindset Transformation"",  LetÃ¢Â¬s reframe this belief; """"I must work harder to prove myself"""" to """"I am confident in my abilities and ready to take on new challenges."""" Emotion Management Strategy"",  The employer chooses the active listening strategy. Strategy Reason', 'Value': ' while creating a positive and productive dialogue. Final Response""'}"
0,37,Employer," while creating a positive and productive dialogue. Final Response""",,,
0,38,Candidate,I'm happy that you accept I am willing to have a workday of 8 hours,Joy,Expressive suppression,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their acceptance of the offer and their willingness to work in a new role.,  The candidate thinks their hard work will pay off, and their new role will bring satisfaction and fulfillment.,  LetÃ¢Â¬""s consider this situation from a different angle; The employerÃ¢Â¬""s clarification on the job title can lead to a more realistic understanding of the candidateÃ¢Â¬""s role and responsibilities.,  LetÃ¢Â¬s reframe this belief; """"I will be undervalued"""" to """"I will learn and grow in my new role.,  The employer chooses the expressive suppression strategy.,  The employer chooses expressive suppression to control their emotional response to the candidateÃ¢Â¬""s demands while maintaining a professional tone and avoiding any further conflict or discomfort.', 'Value': ' Thank you for your willingness to accept the offer. Please let me clarify the job responsibilities for the team manager position to ensure a clear understanding.""'}"
0,39,Employer," Thank you for your willingness to accept the offer. Please let me clarify the job responsibilities for the team manager position to ensure a clear understanding.""",,,
0,40,Candidate,I would like a workday of 9 hours,Joy,Problem Solving,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their desire for a workday of 9 hours.,  The candidate thinks their motivation to work hard and meet expectations will justify their demand.,  LetÃ¢Â¬""s consider an alternative solution; Negotiating a flexible work schedule that meets both partiesÃ¢Â¬"" needs.,  LetÃ¢Â¬s reframe this belief; """"Fast promotion is the only measure of success.,  The employer chooses the problem-solving strategy.,  The employer can use the problem-solving strategy to collaborate with the candidate in finding a mutually beneficial solution.', 'Value': ' Thank you for sharing your preferred workday. How about we discuss a flexible work schedule that accommodates both our needs?""'}"
0,41,Employer," Thank you for sharing your preferred workday. How about we discuss a flexible work schedule that accommodates both our needs?""",,,
0,42,Candidate,I'm happy that you accept I am willing to have a pension of 20%,Joy,Expressive suppression,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their satisfaction with the agreement on their desired work schedule and pension plan.,  The candidate thinks their negotiation skills have been successful, boosting their confidence in the interview.,  LetÃ¢Â¬""s consider how we can better manage our time and prioritize tasks for a productive workday.,  LetÃ¢Â¬s reframe this belief; """"I must work excessively to prove myself"""" to """"I am motivated to contribute to the company\'s success through efficient and effective work practices.,  The employer chooses the expressive suppression strategy.,  The employer chooses the expressive suppression strategy to avoid direct conflict and maintain a positive tone in the negotiation.', 'Value': ' We appreciate your flexibility in adjusting your work schedule and pension plan. LetÃ¢Â¬""s work together to prioritize tasks and ensure a productive and fulfilling work experience.'}"
0,43,Employer," We appreciate your flexibility in adjusting your work schedule and pension plan. LetÃ¢Â¬""s work together to prioritize tasks and ensure a productive and fulfilling work experience.",,,
0,44,Candidate,I reject a pension of 10%,Disappointment,Problem Solving,"{'Key': ' The candidate feels Disappointment.,  The candidateÃ¢Â¬""s emotion is triggered by the employerÃ¢Â¬""s non-negotiable offer of a pension of 10%.,  The candidate interprets the employerÃ¢Â¬s decision as unfair,  impacting their long-term financial stability. Perspective-shift"",  LetÃ¢Â¬s think of this situation from another angle; the employer may have budget constraints,  and the pension offer may be non-negotiable. Mindset Transformation"",  LetÃ¢Â¬s reframe this belief; """"This is an opportunity to creatively find a solution together"""". Emotion Management Strategy""', 'Value': ' The employer can use the problem-solving strategy to collaborate with the candidate in brainstorming alternative pension options that are feasible and align with the companyÃ¢Â¬""s budget constraints. Final Response'}"
0,45,Employer," The employer can use the problem-solving strategy to collaborate with the candidate in brainstorming alternative pension options that are feasible and align with the companyÃ¢Â¬""s budget constraints. Final Response",,,
0,46,Candidate,I reject 10%. I am willing to have a pension of 20%,Joy,Expressive suppression,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their satisfaction with the employerÃ¢Â¬""s response to their pension demand.,  The candidate thinks the employerÃ¢Â¬s offer is better than expected,  providing a positive outcome to the conversation. Perspective-shift"",  LetÃ¢Â¬s consider this situation from a different angle; The employerÃ¢Â¬""s offer shows understanding and willingness to compromise,  building trust and rapport. Mindset Transformation"",  LetÃ¢Â¬s reframe this belief; """"I must get everything I want"""" to """"This is an opportunity to prioritize what truly matters."""" Emotion Management Strategy""', 'Value': ' The employer chooses this strategy to maintain composure and restrain from expressing their true emotions that might affect the candidateÃ¢Â¬""s perception of their offer. Final Response'}"
0,47,Employer," The employer chooses this strategy to maintain composure and restrain from expressing their true emotions that might affect the candidateÃ¢Â¬""s perception of their offer. Final Response",,,
0,48,Candidate,I accept the previous offer,Joy,Active Listening,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by the employer\'s generosity and willingness to negotiate.,  The candidate thinks the employer\'s response aligns with their expectations and acknowledges their qualifications.,  LetÃ¢Â¬""s consider this situation from a different angle; The employer\'s generosity can be a sign of mutual respect and trustworthiness.,  LetÃ¢Â¬s reframe this belief; """"This is too good to be true.,  The employer chooses the active listening strategy.,  The employer can use the active listening strategy to show empathy and understand the candidateÃ¢Â¬""s expectations while fostering an open and respectful dialogue.', 'Value': ' Thank you for accepting the previous offer. We are happy to have you on board.""'}"
0,49,Employer," Thank you for accepting the previous offer. We are happy to have you on board.""",,,
1,0,Candidate,Hello. I would like to discuss the issues of my contract. I am expecting a position of project manager I am willing to have a position of project manager I would like a position of project manager,Positivity,Active Listening,"{'Key': ' The candidate feels Positivity.,  The candidateÃ¢Â¬""s emotion is triggered by their anticipation of discussing their desired project manager position.,  The candidate thinks their aspirations align with their skills, hoping the employer acknowledges their qualifications and potential.,  LetÃ¢Â¬""s consider this situation from a different angle; The discussion can clarify expectations and build mutual understanding for a successful outcome.,  LetÃ¢Â¬s reframe this belief; """"I must prove myself"""" to """"This is an opportunity to align my goals with the companyÃ¢Â¬""s vision.,  The employer chooses the active listening strategy.,  The employer can use the active listening strategy to show empathy and understand the candidateÃ¢Â¬""s expectations while fostering an open and respectful dialogue.', 'Value': ' Thank you for sharing your aspirations. LetÃ¢Â¬s discuss your expectations for the project manager role to ensure alignment.""""""'}"
1,1,Employer," Thank you for sharing your aspirations. LetÃ¢Â¬s discuss your expectations for the project manager role to ensure alignment.""""""",,,
1,2,Candidate,"I accept programmer position. Now let's talk about how we can agree on other issues. I am expecting a salary of 120,000 I am expecting a salary of 120,000",Joy,Expressive suppression,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by the employer\'s offer of the programmer position.,  The candidate thinks they have secured their desired position, relieving some stress and anxiety.,  Let\'s consider this situation from a different angle; The employerÃ¢Â¬""s offer could lead to further negotiation opportunities.,  Let\'s reframe this belief; ""I must convince the employer"" to ""This is a chance to work collaboratively towards a mutually beneficial agreement."" Emotion Management Strategy,  The employer chooses the expressive suppression strategy.,  The employer chooses expressive suppression to avoid revealing their true intentions and maintain control of the negotiation process.', 'Value': ' Thank you for your flexibility, [candidate name]. I appreciate your willingness to consider the programmer position. However, I cannot offer you a salary of $120,000. My budget stands at $90,000.""'}"
1,3,Employer," Thank you for your flexibility, [candidate name]. I appreciate your willingness to consider the programmer position. However, I cannot offer you a salary of $120,000. My budget stands at $90,000.""",,,
1,4,Candidate,"I would like a salary of 90,000",Joy,Problem Solving,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by their excitement about the possibility of a higher salary.,  The candidate thinks their hard work and dedication are recognized and valued, which makes them happy.,  LetÃ¢Â¬""s consider this situation from a different angle; this could be an opportunity to negotiate and find a mutually beneficial agreement.,  LetÃ¢Â¬s reframe this belief; """"I must be paid fairly"""" to """"This is a chance for collaboration to reach a desirable outcome.,  The employer chooses the problem-solving strategy.,  The employer can use the problem-solving strategy to engage the candidate in finding a mutually beneficial solution while showcasing their willingness to work collaboratively.', 'Value': ' Thank you for sharing your expectations. LetÃ¢Â¬s work together to find a solution that meets both parties\' needs.""""""'}"
1,5,Employer," Thank you for sharing your expectations. LetÃ¢Â¬s work together to find a solution that meets both parties' needs.""""""",,,
1,6,Candidate,"It's good to reach an agreement on 90,000 usd I am expecting a company car I am willing to have a company car",Joy,Emotion Diffusion,"{'Key': ' The candidate feels Joy.,  The candidateÃ¢Â¬""s emotion is triggered by the employerÃ¢Â¬""s openness to discussion and willingness to find a mutually beneficial solution.,  The candidate thinks the employerÃ¢Â¬s offer represents a fair compromise,  allowing them to meet their financial needs while demonstrating flexibility and goodwill. Perspective-shift"",  LetÃ¢Â¬""s consider this situation from a different angle; The negotiation can lead to a long-term beneficial relationship. Mindset Transformation,  LetÃ¢Â¬s reframe this belief; """"I must get the highest salary"""" to """"I am open to a fair negotiation that benefits both parties."""" Emotion Management Strategy"",  The employer chooses the emotion diffusion strategy. Strategy Reason', 'Value': ' I am glad we could reach an agreement. I look forward to working with you and discussing opportunities for professional growth.'}"
1,7,Employer, I am glad we could reach an agreement. I look forward to working with you and discussing opportunities for professional growth.,,,
1,8,Candidate,I agree. Let's proceed to another issue. I want a fast promotion track,Confidence,Expressing optimism,"{'Key': ' The candidate feels Confidence.,  The candidateÃ¢Â¬""s emotion is triggered by their expectation of receiving a higher salary and company car.,  The candidate thinks their hard work and experience justify their demands, signaling confidence in their value to the employer.,  LetÃ¢Â¬""s consider this situation from a different angle; The employerÃ¢Â¬""s offer can lead to mutual satisfaction and a promising professional relationship.,  LetÃ¢Â¬s reframe this belief; """"I must negotiate for the best outcome"""" to """"This is an opportunity to collaboratively achieve our shared goals.,  The employer chooses the expressing optimism strategy.,  The employer can use the expressing optimism strategy to acknowledge the candidateÃ¢Â¬s confidence while emphasizing the potential for mutual benefit', 'Value': ' We appreciate your confidence in your abilities and your willingness to work with us. LetÃ¢Â¬s discuss the promotion track and how we can align our expectations for mutual success.""""""'}"
1,9,Employer," We appreciate your confidence in your abilities and your willingness to work with us. LetÃ¢Â¬s discuss the promotion track and how we can align our expectations for mutual success.""""""",,,
