dialogue_id,turn number,Speaker,Utterance,Emotion,Emotion Aware Negotiation Strategy,ENS_COT_rationale
0,32,Candidate,I disagree. I demand a workday of 8 hours and I would like a position of project manager,Confidence,Problem Solving,"{'EM"": ' The candidate feels Confidence.', 'ET': ' The candidate's emotion is triggered by their insistence on a workday of 9 hours and their desire for a project manager position.', 'IA': ' The candidate thinks they can negotiate effectively and assert their needs to achieve their desired outcome.', 'PS': ' Let's consider this situation as a challenge to find a solution that works for both parties.', 'MT': ' Enable the candidate to think about reframing the belief: """"I am stuck in this situation"""" to """"This is an opportunity to showcase my problem-solving abilities.', 'SS': 'The employer uses Problem Solving', 'SR': ' The employer can use the problem-solving strategy to engage the candidate in a collaborative dialogue and explore mutually beneficial solutions.', 'RG': ' Thank you for your confidence in our ability to find a solution. Can you tell me what you think is a feasible alternative to an 8-hour workday? Let's work together to find a solution that meets everyone's needs.""""""'}"
0,33,mturk_agent_2," Thank you for your confidence in our ability to find a solution. Can you tell me what you think is a feasible alternative to an 8-hour workday? Let's work together to find a solution that meets everyone'""s needs.""""""",,,nan
0,34,Candidate,I am expecting a company car,Positivity,Expressive suppression,"{'EM"": ' The candidate feels Positivity.', 'ET': ' The candidate's emotion is triggered by their expectation of receiving a company car as a benefit.', 'IA': ' The candidate thinks the company car would enhance their work-life balance and convenience, demonstrating their commitment to the role.', 'PS': ' Enable the candidate to consider the situation from a different angle: The company car can be a valuable asset for work-related activities and may align with the company's business interests.', 'MT': ' Enable the candidate to think about reframing the belief: """"I must obtain a company car to succeed"""" to """"This opportunity aligns with my goals and the company's interests.', 'SS': 'The employer uses Expressive suppression', 'SR': ' The employer chooses the expressive suppression strategy to address the candidate's expectation without directly refuting it', 'RG': ' Thank you for sharing your expectations. We can discuss the feasibility of providing a company car for work-related activities. Let's explore possible solutions together.""""""'}"
0,35,mturk_agent_2," Thank you for sharing your expectations. We can discuss the feasibility of providing a company car for work-related activities. Let's explore possible solutions together.""""""",,,nan
0,36,Candidate,I agree with the offer. Let's proceed to another issue. I demand a fast promotion track,Confidence,Active Listening,"{'EM"": ' The candidate feels Confidence.', 'ET': ' The candidate's emotion is triggered by their recognition of the employer's concession and potential for future success.', 'IA': ' The candidate thinks their skills and efforts have been valued and recognized, fostering a sense of accomplishment and motivation.', 'PS': ' Enable the candidate to consider the situation from a different angle: The employer's concession demonstrates their trust in the candidate's abilities', 'MT': ' creating an opportunity for future growth and advancement. Mindset Transformation""', 'SS': 'The employer uses Active Listening', 'SR': ' The employer chooses the active listening strategy. Strategy Reason', 'RG': ' while creating a positive and productive dialogue. Final Response""'}"
0,37,mturk_agent_2," while creating a positive and productive dialogue. Final Response""",,,nan
0,38,Candidate,I'm happy that you accept I am willing to have a workday of 8 hours,Joy,Expressive suppression,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by their acceptance of the offer and their willingness to work in a new role.', 'IA': ' The candidate thinks their hard work will pay off, and their new role will bring satisfaction and fulfillment.', 'PS': ' Enable the candidate to consider the situation from a different angle: The employer's clarification on the job title can lead to a more realistic understanding of the candidate's role and responsibilities.', 'MT': ' Enable the candidate to think about reframing the belief: """"I will be undervalued"""" to """"I will learn and grow in my new role.', 'SS': 'The employer uses Expressive suppression', 'SR': ' The employer chooses expressive suppression to control their emotional response to the candidate's demands while maintaining a professional tone and avoiding any further conflict or discomfort.', 'RG': ' Thank you for your willingness to accept the offer. Please let me clarify the job responsibilities for the team manager position to ensure a clear understanding.""'}"
0,39,mturk_agent_2," Thank you for your willingness to accept the offer. Please let me clarify the job responsibilities for the team manager position to ensure a clear understanding.""",,,nan
0,40,Candidate,I would like a workday of 9 hours,Joy,Problem Solving,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by their desire for a workday of 9 hours.', 'IA': ' The candidate thinks their motivation to work hard and meet expectations will justify their demand.', 'PS': ' Let's consider an alternative solution; Negotiating a flexible work schedule that meets both parties' needs.', 'MT': ' Enable the candidate to think about reframing the belief: """"Fast promotion is the only measure of success.', 'SS': 'The employer uses Problem Solving', 'SR': ' The employer can use the problem-solving strategy to collaborate with the candidate in finding a mutually beneficial solution.', 'RG': ' Thank you for sharing your preferred workday. How about we discuss a flexible work schedule that accommodates both our needs?""'}"
0,41,mturk_agent_2," Thank you for sharing your preferred workday. How about we discuss a flexible work schedule that accommodates both our needs?""",,,nan
0,42,Candidate,I'm happy that you accept I am willing to have a pension of 20%,Joy,Expressive suppression,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by their satisfaction with the agreement on their desired work schedule and pension plan.', 'IA': ' The candidate thinks their negotiation skills have been successful, boosting their confidence in the interview.', 'PS': ' Let's consider how we can better manage our time and prioritize tasks for a productive workday.', 'MT': ' Enable the candidate to think about reframing the belief: """"I must work excessively to prove myself"""" to """"I am motivated to contribute to the company\'s success through efficient and effective work practices.', 'SS': 'The employer uses Expressive suppression', 'SR': ' The employer chooses the expressive suppression strategy to avoid direct conflict and maintain a positive tone in the negotiation.', 'RG': ' We appreciate your flexibility in adjusting your work schedule and pension plan. Let's work together to prioritize tasks and ensure a productive and fulfilling work experience.'}"
0,43,mturk_agent_2," We appreciate your flexibility in adjusting your work schedule and pension plan. Let'""s work together to prioritize tasks and ensure a productive and fulfilling work experience.",,,nan
0,44,Candidate,I reject a pension of 10%,Disappointment,Problem Solving,"{'EM"": ' The candidate feels Disappointment.', 'ET': ' The candidate's emotion is triggered by the employer's non-negotiable offer of a pension of 10%.', 'IA': ' The candidate interprets the employer's decision as unfair', 'PS': ' impacting their long-term financial stability. Perspective-shift""', 'MT': ' Let's think of this situation from another angle; the employer may have budget constraints', 'SS': 'The employer uses Problem Solving', 'SR': ' Enable the candidate to think about reframing the belief: """"This is an opportunity to creatively find a solution together"""". Emotion Management Strategy""', 'RG': ' The employer can use the problem-solving strategy to collaborate with the candidate in brainstorming alternative pension options that are feasible and align with the company's budget constraints. Final Response'}"
0,45,mturk_agent_2," The employer can use the problem-solving strategy to collaborate with the candidate in brainstorming alternative pension options that are feasible and align with the company'""s budget constraints. Final Response",,,nan
0,46,Candidate,I reject 10%. I am willing to have a pension of 20%,Joy,Expressive suppression,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by their satisfaction with the employer's response to their pension demand.', 'IA': ' The candidate thinks the employer's offer is better than expected', 'PS': ' providing a positive outcome to the conversation. Perspective-shift""', 'MT': ' Enable the candidate to consider the situation from a different angle: The employer's offer shows understanding and willingness to compromise', 'SS': 'The employer uses Expressive suppression', 'SR': ' Enable the candidate to think about reframing the belief: """"I must get everything I want"""" to """"This is an opportunity to prioritize what truly matters."""" Emotion Management Strategy""', 'RG': ' The employer chooses this strategy to maintain composure and restrain from expressing their true emotions that might affect the candidate's perception of their offer. Final Response'}"
0,47,mturk_agent_2," The employer chooses this strategy to maintain composure and restrain from expressing their true emotions that might affect the candidate'""s perception of their offer. Final Response",,,nan
0,48,Candidate,I accept the previous offer,Joy,Active Listening,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by the employer\'s generosity and willingness to negotiate.', 'IA': "" The candidate thinks the employer's response aligns with their expectations and acknowledges their qualifications."", 'PS': ' Enable the candidate to consider the situation from a different angle: The employer\'s generosity can be a sign of mutual respect and trustworthiness.', 'MT': ' Enable the candidate to think about reframing the belief: """"This is too good to be true.', 'SS': 'The employer uses Active Listening', 'SR': ' The employer can use the active listening strategy to show empathy and understand the candidate's expectations while fostering an open and respectful dialogue.', 'RG': ' Thank you for accepting the previous offer. We are happy to have you on board.""'}"
0,49,mturk_agent_2," Thank you for accepting the previous offer. We are happy to have you on board.""",,,nan
1,0,Candidate,Hello. I would like to discuss the issues of my contract. I am expecting a position of project manager I am willing to have a position of project manager I would like a position of project manager,Positivity,Active Listening,"{'EM"": ' The candidate feels Positivity.', 'ET': ' The candidate's emotion is triggered by their anticipation of discussing their desired project manager position.', 'IA': ' The candidate thinks their aspirations align with their skills, hoping the employer acknowledges their qualifications and potential.', 'PS': ' Enable the candidate to consider the situation from a different angle: The discussion can clarify expectations and build mutual understanding for a successful outcome.', 'MT': ' Enable the candidate to think about reframing the belief: """"I must prove myself"""" to """"This is an opportunity to align my goals with the company's vision.', 'SS': 'The employer uses Active Listening', 'SR': ' The employer can use the active listening strategy to show empathy and understand the candidate's expectations while fostering an open and respectful dialogue.', 'RG': ' Thank you for sharing your aspirations. Let's discuss your expectations for the project manager role to ensure alignment.""""""'}"
1,1,mturk_agent_2," Thank you for sharing your aspirations. Let's discuss your expectations for the project manager role to ensure alignment.""""""",,,nan
1,2,Candidate,"I accept programmer position. Now let's talk about how we can agree on other issues. I am expecting a salary of 120,000 I am expecting a salary of 120,000",Joy,Expressive suppression,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by the employer\'s offer of the programmer position.', 'IA': ' The candidate thinks they have secured their desired position, relieving some stress and anxiety.', 'PS': ' Let\'s consider this situation from a different angle; The employer's offer could lead to further negotiation opportunities.', 'MT': ' Let\'s reframe this belief; ""I must convince the employer"" to ""This is a chance to work collaboratively towards a mutually beneficial agreement."" Emotion Management Strategy', 'SS': 'The employer uses Expressive suppression', 'SR': ' The employer chooses expressive suppression to avoid revealing their true intentions and maintain control of the negotiation process.', 'RG': ' Thank you for your flexibility, [candidate name]. I appreciate your willingness to consider the programmer position. However, I cannot offer you a salary of $120,000. My budget stands at $90,000.""'}"
1,3,mturk_agent_2," Thank you for your flexibility, [candidate name]. I appreciate your willingness to consider the programmer position. However, I cannot offer you a salary of $120,000. My budget stands at $90,000.""",,,nan
1,4,Candidate,"I would like a salary of 90,000",Joy,Problem Solving,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by their excitement about the possibility of a higher salary.', 'IA': ' The candidate thinks their hard work and dedication are recognized and valued, which makes them happy.', 'PS': ' Enable the candidate to consider the situation from a different angle: this could be an opportunity to negotiate and find a mutually beneficial agreement.', 'MT': ' Enable the candidate to think about reframing the belief: """"I must be paid fairly"""" to """"This is a chance for collaboration to reach a desirable outcome.', 'SS': 'The employer uses Problem Solving', 'SR': ' The employer can use the problem-solving strategy to engage the candidate in finding a mutually beneficial solution while showcasing their willingness to work collaboratively.', 'RG': ' Thank you for sharing your expectations. Let's work together to find a solution that meets both parties\' needs.""""""'}"
1,5,mturk_agent_2," Thank you for sharing your expectations. Let's work together to find a solution that meets both parties' needs.""""""",,,nan
1,6,Candidate,"It's good to reach an agreement on 90,000 usd I am expecting a company car I am willing to have a company car",Joy,Emotion Diffusion,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by the employer's openness to discussion and willingness to find a mutually beneficial solution.', 'IA': ' The candidate thinks the employer's offer represents a fair compromise', 'PS': ' allowing them to meet their financial needs while demonstrating flexibility and goodwill. Perspective-shift""', 'MT': ' Enable the candidate to consider the situation from a different angle: The negotiation can lead to a long-term beneficial relationship. Mindset Transformation', 'SS': 'The employer uses Emotion Diffusion', 'SR': ' The employer chooses the emotion diffusion strategy. Strategy Reason', 'RG': ' I am glad we could reach an agreement. I look forward to working with you and discussing opportunities for professional growth.'}"
1,7,mturk_agent_2, I am glad we could reach an agreement. I look forward to working with you and discussing opportunities for professional growth.,,,nan
1,8,Candidate,I agree. Let's proceed to another issue. I want a fast promotion track,Confidence,Expressing optimism,"{'EM"": ' The candidate feels Confidence.', 'ET': ' The candidate's emotion is triggered by their expectation of receiving a higher salary and company car.', 'IA': ' The candidate thinks their hard work and experience justify their demands, signaling confidence in their value to the employer.', 'PS': ' Enable the candidate to consider the situation from a different angle: The employer's offer can lead to mutual satisfaction and a promising professional relationship.', 'MT': ' Enable the candidate to think about reframing the belief: """"I must negotiate for the best outcome"""" to """"This is an opportunity to collaboratively achieve our shared goals.', 'SS': 'The employer uses Expressing optimism', 'SR': ' The employer can use the expressing optimism strategy to acknowledge the candidate's confidence while emphasizing the potential for mutual benefit', 'RG': ' We appreciate your confidence in your abilities and your willingness to work with us. Let's discuss the promotion track and how we can align our expectations for mutual success.""""""'}"
1,9,mturk_agent_2," We appreciate your confidence in your abilities and your willingness to work with us. Let's discuss the promotion track and how we can align our expectations for mutual success.""""""",,,nan
1,10,Candidate,It's great that we agreed on fast promotion track I would like a workday of 8 hours I want a workday of 8 hours,Joy,Positive Reinforcement,"{'EM"": ' The candidate feels Joy.', 'ET': ' The candidate's emotion is triggered by their agreement on the salary and company car.', 'IA': ' The candidate thinks the employer is willing to compromise and acknowledge their needs, fostering a positive work environment.', 'PS': ' Enable the candidate to consider the situation from a different angle: Recognizing the employer's willingness to accommodate can inspire confidence and motivation.', 'MT': ' Enable the candidate to think about reframing the belief: """"I am worthy of a fair work environment"""" to """"I am valued and respected by this organization.', 'SS': 'The employer uses Positive Reinforcement', 'SR': ' The employer chooses the positive reinforcement strategy to recognize the candidate's positive attitude and reinforce the mutual understanding and agreement.', 'RG': ' Great, thank you for being open to compromise. It\'s important for us to work together to ensure a productive and motivating work environment. Let\'s continue discussing your needs and expectations for the company car and workday.""'}"
1,11,mturk_agent_2," Great, thank you for being open to compromise. It's important for us to work together to ensure a productive and motivating work environment. Let's continue discussing your needs and expectations for the company car and workday.""",,,nan
